1,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
2,23/05/2020,23,5,2020,540,12,Afghanistan,AF,AFG,37172386,Asia
3,22/05/2020,22,5,2020,531,6,Afghanistan,AF,AFG,37172386,Asia
4,21/05/2020,21,5,2020,492,9,Afghanistan,AF,AFG,37172386,Asia
5,20/05/2020,20,5,2020,581,5,Afghanistan,AF,AFG,37172386,Asia
6,19/05/2020,19,5,2020,408,4,Afghanistan,AF,AFG,37172386,Asia
7,18/05/2020,18,5,2020,262,1,Afghanistan,AF,AFG,37172386,Asia
8,17/05/2020,17,5,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
9,16/05/2020,16,5,2020,1063,32,Afghanistan,AF,AFG,37172386,Asia
10,15/05/2020,15,5,2020,113,6,Afghanistan,AF,AFG,37172386,Asia
11,14/05/2020,14,5,2020,259,3,Afghanistan,AF,AFG,37172386,Asia
12,13/05/2020,13,5,2020,280,5,Afghanistan,AF,AFG,37172386,Asia
13,12/05/2020,12,5,2020,285,2,Afghanistan,AF,AFG,37172386,Asia
14,11/05/2020,11,5,2020,369,5,Afghanistan,AF,AFG,37172386,Asia
15,10/05/2020,10,5,2020,255,6,Afghanistan,AF,AFG,37172386,Asia
16,09/05/2020,9,5,2020,215,3,Afghanistan,AF,AFG,37172386,Asia
17,08/05/2020,8,5,2020,171,2,Afghanistan,AF,AFG,37172386,Asia
18,07/05/2020,7,5,2020,168,9,Afghanistan,AF,AFG,37172386,Asia
19,06/05/2020,6,5,2020,330,5,Afghanistan,AF,AFG,37172386,Asia
20,05/05/2020,5,5,2020,190,5,Afghanistan,AF,AFG,37172386,Asia
21,04/05/2020,4,5,2020,235,13,Afghanistan,AF,AFG,37172386,Asia
22,03/05/2020,3,5,2020,134,4,Afghanistan,AF,AFG,37172386,Asia
23,02/05/2020,2,5,2020,164,4,Afghanistan,AF,AFG,37172386,Asia
24,01/05/2020,1,5,2020,222,4,Afghanistan,AF,AFG,37172386,Asia
25,30/04/2020,30,4,2020,122,0,Afghanistan,AF,AFG,37172386,Asia
26,29/04/2020,29,4,2020,124,3,Afghanistan,AF,AFG,37172386,Asia
27,28/04/2020,28,4,2020,172,0,Afghanistan,AF,AFG,37172386,Asia
28,27/04/2020,27,4,2020,68,10,Afghanistan,AF,AFG,37172386,Asia
29,26/04/2020,26,4,2020,112,4,Afghanistan,AF,AFG,37172386,Asia
30,25/04/2020,25,4,2020,70,1,Afghanistan,AF,AFG,37172386,Asia
31,24/04/2020,24,4,2020,105,2,Afghanistan,AF,AFG,37172386,Asia
32,23/04/2020,23,4,2020,84,4,Afghanistan,AF,AFG,37172386,Asia
33,22/04/2020,22,4,2020,61,1,Afghanistan,AF,AFG,37172386,Asia
34,21/04/2020,21,4,2020,35,2,Afghanistan,AF,AFG,37172386,Asia
35,20/04/2020,20,4,2020,88,3,Afghanistan,AF,AFG,37172386,Asia
36,19/04/2020,19,4,2020,63,0,Afghanistan,AF,AFG,37172386,Asia
37,18/04/2020,18,4,2020,51,1,Afghanistan,AF,AFG,37172386,Asia
38,17/04/2020,17,4,2020,10,4,Afghanistan,AF,AFG,37172386,Asia
39,16/04/2020,16,4,2020,70,2,Afghanistan,AF,AFG,37172386,Asia
40,15/04/2020,15,4,2020,49,2,Afghanistan,AF,AFG,37172386,Asia
41,14/04/2020,14,4,2020,58,3,Afghanistan,AF,AFG,37172386,Asia
42,13/04/2020,13,4,2020,52,0,Afghanistan,AF,AFG,37172386,Asia
43,12/04/2020,12,4,2020,34,3,Afghanistan,AF,AFG,37172386,Asia
44,11/04/2020,11,4,2020,37,0,Afghanistan,AF,AFG,37172386,Asia
45,10/04/2020,10,4,2020,61,1,Afghanistan,AF,AFG,37172386,Asia
46,09/04/2020,9,4,2020,56,3,Afghanistan,AF,AFG,37172386,Asia
47,08/04/2020,8,4,2020,30,4,Afghanistan,AF,AFG,37172386,Asia
48,07/04/2020,7,4,2020,38,0,Afghanistan,AF,AFG,37172386,Asia
49,06/04/2020,6,4,2020,29,2,Afghanistan,AF,AFG,37172386,Asia
50,05/04/2020,5,4,2020,35,1,Afghanistan,AF,AFG,37172386,Asia
51,04/04/2020,4,4,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
52,03/04/2020,3,4,2020,43,0,Afghanistan,AF,AFG,37172386,Asia
53,02/04/2020,2,4,2020,26,0,Afghanistan,AF,AFG,37172386,Asia
54,01/04/2020,1,4,2020,25,0,Afghanistan,AF,AFG,37172386,Asia
55,31/03/2020,31,3,2020,27,0,Afghanistan,AF,AFG,37172386,Asia
56,30/03/2020,30,3,2020,8,1,Afghanistan,AF,AFG,37172386,Asia
57,29/03/2020,29,3,2020,15,1,Afghanistan,AF,AFG,37172386,Asia
58,28/03/2020,28,3,2020,16,1,Afghanistan,AF,AFG,37172386,Asia
59,27/03/2020,27,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
60,26/03/2020,26,3,2020,33,0,Afghanistan,AF,AFG,37172386,Asia
61,25/03/2020,25,3,2020,2,0,Afghanistan,AF,AFG,37172386,Asia
62,24/03/2020,24,3,2020,6,1,Afghanistan,AF,AFG,37172386,Asia
63,23/03/2020,23,3,2020,10,0,Afghanistan,AF,AFG,37172386,Asia
64,22/03/2020,22,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
65,21/03/2020,21,3,2020,2,0,Afghanistan,AF,AFG,37172386,Asia
66,20/03/2020,20,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
67,19/03/2020,19,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
68,18/03/2020,18,3,2020,1,0,Afghanistan,AF,AFG,37172386,Asia
69,17/03/2020,17,3,2020,5,0,Afghanistan,AF,AFG,37172386,Asia
70,16/03/2020,16,3,2020,6,0,Afghanistan,AF,AFG,37172386,Asia
71,15/03/2020,15,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia
72,11/03/2020,11,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia
73,08/03/2020,8,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia
74,02/03/2020,2,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
75,01/03/2020,1,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
76,29/02/2020,29,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
77,28/02/2020,28,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
78,27/02/2020,27,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
79,26/02/2020,26,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
80,25/02/2020,25,2,2020,1,0,Afghanistan,AF,AFG,37172386,Asia
81,24/02/2020,24,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
82,23/02/2020,23,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
83,22/02/2020,22,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
84,21/02/2020,21,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
85,20/02/2020,20,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
86,19/02/2020,19,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
87,18/02/2020,18,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
88,17/02/2020,17,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
89,16/02/2020,16,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
90,15/02/2020,15,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
91,14/02/2020,14,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
92,13/02/2020,13,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
93,12/02/2020,12,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
94,11/02/2020,11,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
95,10/02/2020,10,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
96,09/02/2020,9,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
97,08/02/2020,8,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
98,07/02/2020,7,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
99,06/02/2020,6,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
100,05/02/2020,5,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
101,04/02/2020,4,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
102,03/02/2020,3,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
103,02/02/2020,2,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
104,01/02/2020,1,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
105,31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
106,30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
107,29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
108,28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
109,27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
110,26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
111,25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
112,24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
113,23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
114,22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
115,21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
116,20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
117,19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
118,18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
119,17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
120,16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
121,15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
122,14/01/2020,14,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
123,13/01/2020,13,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
124,12/01/2020,12,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
125,11/01/2020,11,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
126,10/01/2020,10,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
127,09/01/2020,9,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
128,08/01/2020,8,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
129,07/01/2020,7,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
130,06/01/2020,6,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
131,05/01/2020,5,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
132,04/01/2020,4,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
133,03/01/2020,3,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
134,02/01/2020,2,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
135,01/01/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia
136,31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386,Asia
137,23/05/2020,23,5,2020,12,0,Albania,AL,ALB,2866376,Europe
138,22/05/2020,22,5,2020,5,0,Albania,AL,ALB,2866376,Europe
139,21/05/2020,21,5,2020,15,0,Albania,AL,ALB,2866376,Europe
140,20/05/2020,20,5,2020,1,0,Albania,AL,ALB,2866376,Europe
141,19/05/2020,19,5,2020,2,0,Albania,AL,ALB,2866376,Europe
142,18/05/2020,18,5,2020,13,0,Albania,AL,ALB,2866376,Europe
143,17/05/2020,17,5,2020,17,0,Albania,AL,ALB,2866376,Europe
144,16/05/2020,16,5,2020,18,0,Albania,AL,ALB,2866376,Europe
145,15/05/2020,15,5,2020,18,0,Albania,AL,ALB,2866376,Europe
146,14/05/2020,14,5,2020,4,0,Albania,AL,ALB,2866376,Europe
147,13/05/2020,13,5,2020,4,0,Albania,AL,ALB,2866376,Europe
148,12/05/2020,12,5,2020,4,0,Albania,AL,ALB,2866376,Europe
149,11/05/2020,11,5,2020,12,0,Albania,AL,ALB,2866376,Europe
150,10/05/2020,10,5,2020,6,0,Albania,AL,ALB,2866376,Europe
151,09/05/2020,9,5,2020,8,0,Albania,AL,ALB,2866376,Europe
152,08/05/2020,8,5,2020,10,0,Albania,AL,ALB,2866376,Europe
153,07/05/2020,7,5,2020,12,0,Albania,AL,ALB,2866376,Europe
154,06/05/2020,6,5,2020,17,0,Albania,AL,ALB,2866376,Europe
155,05/05/2020,5,5,2020,8,0,Albania,AL,ALB,2866376,Europe
156,04/05/2020,4,5,2020,6,0,Albania,AL,ALB,2866376,Europe
157,03/05/2020,3,5,2020,7,0,Albania,AL,ALB,2866376,Europe
158,02/05/2020,2,5,2020,9,0,Albania,AL,ALB,2866376,Europe
159,01/05/2020,1,5,2020,7,0,Albania,AL,ALB,2866376,Europe
160,30/04/2020,30,4,2020,16,1,Albania,AL,ALB,2866376,Europe
161,29/04/2020,29,4,2020,14,2,Albania,AL,ALB,2866376,Europe
162,28/04/2020,28,4,2020,10,0,Albania,AL,ALB,2866376,Europe
163,27/04/2020,27,4,2020,14,1,Albania,AL,ALB,2866376,Europe
164,26/04/2020,26,4,2020,34,0,Albania,AL,ALB,2866376,Europe
165,25/04/2020,25,4,2020,15,0,Albania,AL,ALB,2866376,Europe
166,24/04/2020,24,4,2020,29,0,Albania,AL,ALB,2866376,Europe
167,23/04/2020,23,4,2020,25,1,Albania,AL,ALB,2866376,Europe
168,22/04/2020,22,4,2020,25,0,Albania,AL,ALB,2866376,Europe
169,21/04/2020,21,4,2020,22,0,Albania,AL,ALB,2866376,Europe
170,20/04/2020,20,4,2020,14,0,Albania,AL,ALB,2866376,Europe
171,19/04/2020,19,4,2020,9,0,Albania,AL,ALB,2866376,Europe
172,18/04/2020,18,4,2020,21,0,Albania,AL,ALB,2866376,Europe
173,17/04/2020,17,4,2020,24,1,Albania,AL,ALB,2866376,Europe
174,16/04/2020,16,4,2020,19,1,Albania,AL,ALB,2866376,Europe
175,15/04/2020,15,4,2020,8,1,Albania,AL,ALB,2866376,Europe
176,14/04/2020,14,4,2020,21,0,Albania,AL,ALB,2866376,Europe
177,13/04/2020,13,4,2020,13,0,Albania,AL,ALB,2866376,Europe
178,12/04/2020,12,4,2020,17,0,Albania,AL,ALB,2866376,Europe
179,11/04/2020,11,4,2020,7,0,Albania,AL,ALB,2866376,Europe
180,10/04/2020,10,4,2020,9,1,Albania,AL,ALB,2866376,Europe
181,09/04/2020,9,4,2020,17,0,Albania,AL,ALB,2866376,Europe
182,08/04/2020,8,4,2020,6,0,Albania,AL,ALB,2866376,Europe
183,07/04/2020,7,4,2020,16,1,Albania,AL,ALB,2866376,Europe
184,06/04/2020,6,4,2020,28,2,Albania,AL,ALB,2866376,Europe
185,05/04/2020,5,4,2020,29,2,Albania,AL,ALB,2866376,Europe
186,04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2866376,Europe
187,03/04/2020,3,4,2020,18,1,Albania,AL,ALB,2866376,Europe
188,02/04/2020,2,4,2020,16,0,Albania,AL,ALB,2866376,Europe
189,01/04/2020,1,4,2020,20,3,Albania,AL,ALB,2866376,Europe
190,31/03/2020,31,3,2020,11,2,Albania,AL,ALB,2866376,Europe
191,30/03/2020,30,3,2020,15,0,Albania,AL,ALB,2866376,Europe
192,29/03/2020,29,3,2020,11,1,Albania,AL,ALB,2866376,Europe
193,28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2866376,Europe
194,27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2866376,Europe
195,26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2866376,Europe
196,25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2866376,Europe
197,24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2866376,Europe
198,23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2866376,Europe
199,22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2866376,Europe
200,21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2866376,Europe
201,20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2866376,Europe
202,19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2866376,Europe
203,18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2866376,Europe
204,17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2866376,Europe
205,16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2866376,Europe
206,15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2866376,Europe
207,14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2866376,Europe
208,13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2866376,Europe
209,12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2866376,Europe
210,11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2866376,Europe
211,10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2866376,Europe
212,09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2866376,Europe
213,23/05/2020,23,5,2020,190,7,Algeria,DZ,DZA,42228429,Africa
214,22/05/2020,22,5,2020,186,7,Algeria,DZ,DZA,42228429,Africa
215,21/05/2020,21,5,2020,165,7,Algeria,DZ,DZA,42228429,Africa
216,20/05/2020,20,5,2020,176,6,Algeria,DZ,DZA,42228429,Africa
217,19/05/2020,19,5,2020,182,7,Algeria,DZ,DZA,42228429,Africa
218,18/05/2020,18,5,2020,198,6,Algeria,DZ,DZA,42228429,Africa
219,17/05/2020,17,5,2020,192,6,Algeria,DZ,DZA,42228429,Africa
220,16/05/2020,16,5,2020,187,7,Algeria,DZ,DZA,42228429,Africa
221,15/05/2020,15,5,2020,189,7,Algeria,DZ,DZA,42228429,Africa
222,14/05/2020,14,5,2020,186,7,Algeria,DZ,DZA,42228429,Africa
223,13/05/2020,13,5,2020,176,8,Algeria,DZ,DZA,42228429,Africa
224,12/05/2020,12,5,2020,168,5,Algeria,DZ,DZA,42228429,Africa
225,11/05/2020,11,5,2020,165,8,Algeria,DZ,DZA,42228429,Africa
226,10/05/2020,10,5,2020,189,6,Algeria,DZ,DZA,42228429,Africa
227,09/05/2020,9,5,2020,187,5,Algeria,DZ,DZA,42228429,Africa
228,08/05/2020,8,5,2020,185,7,Algeria,DZ,DZA,42228429,Africa
229,07/05/2020,7,5,2020,159,6,Algeria,DZ,DZA,42228429,Africa
230,06/05/2020,6,5,2020,190,5,Algeria,DZ,DZA,42228429,Africa
231,05/05/2020,5,5,2020,174,2,Algeria,DZ,DZA,42228429,Africa
232,04/05/2020,4,5,2020,179,4,Algeria,DZ,DZA,42228429,Africa
233,03/05/2020,3,5,2020,141,6,Algeria,DZ,DZA,42228429,Africa
234,02/05/2020,2,5,2020,148,3,Algeria,DZ,DZA,42228429,Africa
235,01/05/2020,1,5,2020,158,6,Algeria,DZ,DZA,42228429,Africa
236,30/04/2020,30,4,2020,199,7,Algeria,DZ,DZA,42228429,Africa
237,29/04/2020,29,4,2020,132,5,Algeria,DZ,DZA,42228429,Africa
238,28/04/2020,28,4,2020,135,7,Algeria,DZ,DZA,42228429,Africa
239,27/04/2020,27,4,2020,126,6,Algeria,DZ,DZA,42228429,Africa
240,26/04/2020,26,4,2020,129,4,Algeria,DZ,DZA,42228429,Africa
241,25/04/2020,25,4,2020,120,8,Algeria,DZ,DZA,42228429,Africa
242,24/04/2020,24,4,2020,97,5,Algeria,DZ,DZA,42228429,Africa
243,23/04/2020,23,4,2020,99,10,Algeria,DZ,DZA,42228429,Africa
244,22/04/2020,22,4,2020,93,8,Algeria,DZ,DZA,42228429,Africa
245,21/04/2020,21,4,2020,89,9,Algeria,DZ,DZA,42228429,Africa
246,20/04/2020,20,4,2020,94,8,Algeria,DZ,DZA,42228429,Africa
247,19/04/2020,19,4,2020,117,3,Algeria,DZ,DZA,42228429,Africa
248,18/04/2020,18,4,2020,150,16,Algeria,DZ,DZA,42228429,Africa
249,17/04/2020,17,4,2020,108,12,Algeria,DZ,DZA,42228429,Africa
250,16/04/2020,16,4,2020,90,11,Algeria,DZ,DZA,42228429,Africa
251,15/04/2020,15,4,2020,87,12,Algeria,DZ,DZA,42228429,Africa
252,14/04/2020,14,4,2020,69,20,Algeria,DZ,DZA,42228429,Africa
253,13/04/2020,13,4,2020,89,18,Algeria,DZ,DZA,42228429,Africa
254,12/04/2020,12,4,2020,64,19,Algeria,DZ,DZA,42228429,Africa
255,11/04/2020,11,4,2020,95,21,Algeria,DZ,DZA,42228429,Africa
256,10/04/2020,10,4,2020,94,30,Algeria,DZ,DZA,42228429,Africa
257,09/04/2020,9,4,2020,104,12,Algeria,DZ,DZA,42228429,Africa
258,08/04/2020,8,4,2020,45,20,Algeria,DZ,DZA,42228429,Africa
259,07/04/2020,7,4,2020,103,21,Algeria,DZ,DZA,42228429,Africa
260,06/04/2020,6,4,2020,69,22,Algeria,DZ,DZA,42228429,Africa
261,05/04/2020,5,4,2020,80,25,Algeria,DZ,DZA,42228429,Africa
262,04/04/2020,4,4,2020,185,42,Algeria,DZ,DZA,42228429,Africa
263,03/04/2020,3,4,2020,139,5,Algeria,DZ,DZA,42228429,Africa
264,02/04/2020,2,4,2020,131,14,Algeria,DZ,DZA,42228429,Africa
265,01/04/2020,1,4,2020,132,9,Algeria,DZ,DZA,42228429,Africa
266,31/03/2020,31,3,2020,73,4,Algeria,DZ,DZA,42228429,Africa
267,30/03/2020,30,3,2020,57,2,Algeria,DZ,DZA,42228429,Africa
268,29/03/2020,29,3,2020,45,3,Algeria,DZ,DZA,42228429,Africa
269,28/03/2020,28,3,2020,42,1,Algeria,DZ,DZA,42228429,Africa
270,27/03/2020,27,3,2020,65,4,Algeria,DZ,DZA,42228429,Africa
271,26/03/2020,26,3,2020,38,2,Algeria,DZ,DZA,42228429,Africa
272,25/03/2020,25,3,2020,34,2,Algeria,DZ,DZA,42228429,Africa
273,24/03/2020,24,3,2020,29,0,Algeria,DZ,DZA,42228429,Africa
274,23/03/2020,23,3,2020,62,2,Algeria,DZ,DZA,42228429,Africa
275,22/03/2020,22,3,2020,37,5,Algeria,DZ,DZA,42228429,Africa
276,21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429,Africa
277,20/03/2020,20,3,2020,18,1,Algeria,DZ,DZA,42228429,Africa
278,19/03/2020,19,3,2020,12,1,Algeria,DZ,DZA,42228429,Africa
279,18/03/2020,18,3,2020,2,1,Algeria,DZ,DZA,42228429,Africa
280,17/03/2020,17,3,2020,10,0,Algeria,DZ,DZA,42228429,Africa
281,16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429,Africa
282,15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429,Africa
283,14/03/2020,14,3,2020,1,1,Algeria,DZ,DZA,42228429,Africa
284,13/03/2020,13,3,2020,5,1,Algeria,DZ,DZA,42228429,Africa
285,12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429,Africa
286,09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429,Africa
287,06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429,Africa
288,05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429,Africa
289,04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429,Africa
290,02/03/2020,2,3,2020,0,0,Algeria,DZ,DZA,42228429,Africa
291,01/03/2020,1,3,2020,2,0,Algeria,DZ,DZA,42228429,Africa
292,29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
293,28/02/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
294,27/02/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
295,26/02/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429,Africa
296,25/02/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
297,24/02/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
298,23/02/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
299,22/02/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
300,21/02/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
301,20/02/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
302,19/02/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
303,18/02/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
304,17/02/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
305,16/02/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
306,15/02/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
307,14/02/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
308,13/02/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
309,12/02/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
310,11/02/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
311,10/02/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
312,09/02/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
313,08/02/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
314,07/02/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
315,06/02/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
316,05/02/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
317,04/02/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
318,03/02/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
319,02/02/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
320,01/02/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa
321,31/01/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
322,30/01/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
323,29/01/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
324,28/01/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
325,27/01/2020,27,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
326,26/01/2020,26,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
327,25/01/2020,25,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
328,24/01/2020,24,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
329,23/01/2020,23,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
330,22/01/2020,22,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
331,21/01/2020,21,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
332,20/01/2020,20,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
333,19/01/2020,19,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
334,18/01/2020,18,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
335,17/01/2020,17,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
336,16/01/2020,16,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
337,15/01/2020,15,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
338,14/01/2020,14,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
339,13/01/2020,13,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
340,12/01/2020,12,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
341,11/01/2020,11,1,2020,0,0,Algeria,DZ,DZA,42228429,Africa
