1,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
11542,07/04/2020,7,4,2020,4,0,Monaco,MC,MCO,38682,Europe
11543,06/04/2020,6,4,2020,7,0,Monaco,MC,MCO,38682,Europe
11544,05/04/2020,5,4,2020,2,2,Monaco,MC,MCO,38682,Europe
11545,04/04/2020,4,4,2020,4,0,Monaco,MC,MCO,38682,Europe
11546,03/04/2020,3,4,2020,5,0,Monaco,MC,MCO,38682,Europe
11547,02/04/2020,2,4,2020,3,0,Monaco,MC,MCO,38682,Europe
11548,01/04/2020,1,4,2020,3,0,Monaco,MC,MCO,38682,Europe
11549,31/03/2020,31,3,2020,3,0,Monaco,MC,MCO,38682,Europe
11550,30/03/2020,30,3,2020,3,0,Monaco,MC,MCO,38682,Europe
11551,29/03/2020,29,3,2020,1,0,Monaco,MC,MCO,38682,Europe
11552,28/03/2020,28,3,2020,9,0,Monaco,MC,MCO,38682,Europe
11553,27/03/2020,27,3,2020,2,0,Monaco,MC,MCO,38682,Europe
11554,26/03/2020,26,3,2020,4,0,Monaco,MC,MCO,38682,Europe
11555,25/03/2020,25,3,2020,4,0,Monaco,MC,MCO,38682,Europe
11556,24/03/2020,24,3,2020,0,0,Monaco,MC,MCO,38682,Europe
11557,23/03/2020,23,3,2020,5,0,Monaco,MC,MCO,38682,Europe
11558,22/03/2020,22,3,2020,6,0,Monaco,MC,MCO,38682,Europe
11559,21/03/2020,21,3,2020,1,0,Monaco,MC,MCO,38682,Europe
11560,20/03/2020,20,3,2020,2,0,Monaco,MC,MCO,38682,Europe
11561,19/03/2020,19,3,2020,0,0,Monaco,MC,MCO,38682,Europe
11562,18/03/2020,18,3,2020,0,0,Monaco,MC,MCO,38682,Europe
11563,17/03/2020,17,3,2020,2,0,Monaco,MC,MCO,38682,Europe
11564,16/03/2020,16,3,2020,4,0,Monaco,MC,MCO,38682,Europe
11565,15/03/2020,15,3,2020,2,0,Monaco,MC,MCO,38682,Europe
11566,02/03/2020,2,3,2020,0,0,Monaco,MC,MCO,38682,Europe
11567,01/03/2020,1,3,2020,0,0,Monaco,MC,MCO,38682,Europe
11568,29/02/2020,29,2,2020,1,0,Monaco,MC,MCO,38682,Europe
11569,28/02/2020,28,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11570,27/02/2020,27,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11571,26/02/2020,26,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11572,25/02/2020,25,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11573,24/02/2020,24,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11574,23/02/2020,23,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11575,22/02/2020,22,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11576,21/02/2020,21,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11577,20/02/2020,20,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11578,19/02/2020,19,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11579,18/02/2020,18,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11580,17/02/2020,17,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11581,16/02/2020,16,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11582,15/02/2020,15,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11583,14/02/2020,14,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11584,13/02/2020,13,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11585,12/02/2020,12,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11586,11/02/2020,11,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11587,10/02/2020,10,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11588,09/02/2020,9,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11589,08/02/2020,8,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11590,07/02/2020,7,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11591,06/02/2020,6,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11592,05/02/2020,5,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11593,04/02/2020,4,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11594,03/02/2020,3,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11595,02/02/2020,2,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11596,01/02/2020,1,2,2020,0,0,Monaco,MC,MCO,38682,Europe
11597,31/01/2020,31,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11598,30/01/2020,30,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11599,29/01/2020,29,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11600,28/01/2020,28,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11601,27/01/2020,27,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11602,26/01/2020,26,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11603,25/01/2020,25,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11604,24/01/2020,24,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11605,23/01/2020,23,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11606,22/01/2020,22,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11607,21/01/2020,21,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11608,20/01/2020,20,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11609,19/01/2020,19,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11610,18/01/2020,18,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11611,17/01/2020,17,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11612,16/01/2020,16,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11613,15/01/2020,15,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11614,14/01/2020,14,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11615,13/01/2020,13,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11616,12/01/2020,12,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11617,11/01/2020,11,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11618,10/01/2020,10,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11619,09/01/2020,9,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11620,08/01/2020,8,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11621,07/01/2020,7,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11622,06/01/2020,6,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11623,05/01/2020,5,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11624,04/01/2020,4,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11625,03/01/2020,3,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11626,02/01/2020,2,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11627,01/01/2020,1,1,2020,0,0,Monaco,MC,MCO,38682,Europe
11628,31/12/2019,31,12,2019,0,0,Monaco,MC,MCO,38682,Europe
11629,23/05/2020,23,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11630,22/05/2020,22,5,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11631,21/05/2020,21,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11632,20/05/2020,20,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11633,19/05/2020,19,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11634,18/05/2020,18,5,2020,4,0,Mongolia,MN,MNG,3170208,Asia
11635,17/05/2020,17,5,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11636,16/05/2020,16,5,2020,74,0,Mongolia,MN,MNG,3170208,Asia
11637,15/05/2020,15,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11638,14/05/2020,14,5,2020,19,0,Mongolia,MN,MNG,3170208,Asia
11639,13/05/2020,13,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11640,12/05/2020,12,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11641,11/05/2020,11,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11642,10/05/2020,10,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11643,09/05/2020,9,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11644,08/05/2020,8,5,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11645,07/05/2020,7,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11646,06/05/2020,6,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11647,05/05/2020,5,5,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11648,04/05/2020,4,5,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11649,03/05/2020,3,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11650,02/05/2020,2,5,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11651,01/05/2020,1,5,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11652,30/04/2020,30,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11653,29/04/2020,29,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11654,28/04/2020,28,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11655,27/04/2020,27,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11656,26/04/2020,26,4,2020,2,0,Mongolia,MN,MNG,3170208,Asia
11657,25/04/2020,25,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11658,24/04/2020,24,4,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11659,23/04/2020,23,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11660,22/04/2020,22,4,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11661,21/04/2020,21,4,2020,2,0,Mongolia,MN,MNG,3170208,Asia
11662,20/04/2020,20,4,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11663,19/04/2020,19,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11664,18/04/2020,18,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11665,17/04/2020,17,4,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11666,16/04/2020,16,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11667,15/04/2020,15,4,2020,14,0,Mongolia,MN,MNG,3170208,Asia
11668,14/04/2020,14,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11669,13/04/2020,13,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11670,12/04/2020,12,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11671,11/04/2020,11,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11672,10/04/2020,10,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11673,09/04/2020,9,4,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11674,08/04/2020,8,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11675,07/04/2020,7,4,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11676,06/04/2020,6,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11677,05/04/2020,5,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11678,04/04/2020,4,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11679,03/04/2020,3,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11680,02/04/2020,2,4,2020,2,0,Mongolia,MN,MNG,3170208,Asia
11681,01/04/2020,1,4,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11682,31/03/2020,31,3,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11683,30/03/2020,30,3,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11684,29/03/2020,29,3,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11685,28/03/2020,28,3,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11686,27/03/2020,27,3,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11687,26/03/2020,26,3,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11688,25/03/2020,25,3,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11689,24/03/2020,24,3,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11690,23/03/2020,23,3,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11691,22/03/2020,22,3,2020,4,0,Mongolia,MN,MNG,3170208,Asia
11692,21/03/2020,21,3,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11693,20/03/2020,20,3,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11694,19/03/2020,19,3,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11695,18/03/2020,18,3,2020,3,0,Mongolia,MN,MNG,3170208,Asia
11696,15/03/2020,15,3,2020,0,0,Mongolia,MN,MNG,3170208,Asia
11697,10/03/2020,10,3,2020,1,0,Mongolia,MN,MNG,3170208,Asia
11698,23/05/2020,23,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11699,22/05/2020,22,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11700,21/05/2020,21,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11701,20/05/2020,20,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11702,19/05/2020,19,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11703,18/05/2020,18,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11704,17/05/2020,17,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11705,16/05/2020,16,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11706,15/05/2020,15,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11707,14/05/2020,14,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11708,13/05/2020,13,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11709,12/05/2020,12,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11710,11/05/2020,11,5,2020,0,1,Montenegro,ME,MNE,622345,Europe
11711,10/05/2020,10,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11712,09/05/2020,9,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11713,08/05/2020,8,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11714,07/05/2020,7,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11715,06/05/2020,6,5,2020,1,0,Montenegro,ME,MNE,622345,Europe
11716,05/05/2020,5,5,2020,1,0,Montenegro,ME,MNE,622345,Europe
11717,04/05/2020,4,5,2020,0,1,Montenegro,ME,MNE,622345,Europe
11718,03/05/2020,3,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11719,02/05/2020,2,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11720,01/05/2020,1,5,2020,0,0,Montenegro,ME,MNE,622345,Europe
11721,30/04/2020,30,4,2020,1,0,Montenegro,ME,MNE,622345,Europe
11722,29/04/2020,29,4,2020,0,0,Montenegro,ME,MNE,622345,Europe
11723,28/04/2020,28,4,2020,0,0,Montenegro,ME,MNE,622345,Europe
11724,27/04/2020,27,4,2020,1,1,Montenegro,ME,MNE,622345,Europe
11725,26/04/2020,26,4,2020,1,0,Montenegro,ME,MNE,622345,Europe
11726,25/04/2020,25,4,2020,0,1,Montenegro,ME,MNE,622345,Europe
11727,24/04/2020,24,4,2020,4,0,Montenegro,ME,MNE,622345,Europe
11728,23/04/2020,23,4,2020,2,0,Montenegro,ME,MNE,622345,Europe
11729,22/04/2020,22,4,2020,1,0,Montenegro,ME,MNE,622345,Europe
11730,21/04/2020,21,4,2020,4,0,Montenegro,ME,MNE,622345,Europe
11731,20/04/2020,20,4,2020,1,0,Montenegro,ME,MNE,622345,Europe
11732,19/04/2020,19,4,2020,4,1,Montenegro,ME,MNE,622345,Europe
11733,18/04/2020,18,4,2020,0,0,Montenegro,ME,MNE,622345,Europe
11734,17/04/2020,17,4,2020,15,0,Montenegro,ME,MNE,622345,Europe
11735,16/04/2020,16,4,2020,5,0,Montenegro,ME,MNE,622345,Europe
11736,15/04/2020,15,4,2020,9,1,Montenegro,ME,MNE,622345,Europe
11737,14/04/2020,14,4,2020,2,0,Montenegro,ME,MNE,622345,Europe
11738,13/04/2020,13,4,2020,9,1,Montenegro,ME,MNE,622345,Europe
11739,12/04/2020,12,4,2020,6,0,Montenegro,ME,MNE,622345,Europe
11740,11/04/2020,11,4,2020,5,0,Montenegro,ME,MNE,622345,Europe
11741,10/04/2020,10,4,2020,3,0,Montenegro,ME,MNE,622345,Europe
11742,09/04/2020,9,4,2020,8,0,Montenegro,ME,MNE,622345,Europe
11743,08/04/2020,8,4,2020,8,0,Montenegro,ME,MNE,622345,Europe
11744,07/04/2020,7,4,2020,19,0,Montenegro,ME,MNE,622345,Europe
11745,06/04/2020,6,4,2020,13,0,Montenegro,ME,MNE,622345,Europe
11746,05/04/2020,5,4,2020,27,0,Montenegro,ME,MNE,622345,Europe
11747,04/04/2020,4,4,2020,30,0,Montenegro,ME,MNE,622345,Europe
11748,03/04/2020,3,4,2020,21,1,Montenegro,ME,MNE,622345,Europe
11749,02/04/2020,2,4,2020,14,0,Montenegro,ME,MNE,622345,Europe
11750,01/04/2020,1,4,2020,18,0,Montenegro,ME,MNE,622345,Europe
11751,31/03/2020,31,3,2020,6,0,Montenegro,ME,MNE,622345,Europe
11752,30/03/2020,30,3,2020,1,0,Montenegro,ME,MNE,622345,Europe
11753,29/03/2020,29,3,2020,9,0,Montenegro,ME,MNE,622345,Europe
11754,28/03/2020,28,3,2020,8,0,Montenegro,ME,MNE,622345,Europe
11755,27/03/2020,27,3,2020,14,1,Montenegro,ME,MNE,622345,Europe
11756,26/03/2020,26,3,2020,6,0,Montenegro,ME,MNE,622345,Europe
11757,25/03/2020,25,3,2020,20,0,Montenegro,ME,MNE,622345,Europe
11758,24/03/2020,24,3,2020,6,0,Montenegro,ME,MNE,622345,Europe
11759,23/03/2020,23,3,2020,7,0,Montenegro,ME,MNE,622345,Europe
11760,22/03/2020,22,3,2020,0,0,Montenegro,ME,MNE,622345,Europe
11761,21/03/2020,21,3,2020,1,0,Montenegro,ME,MNE,622345,Europe
11762,20/03/2020,20,3,2020,5,0,Montenegro,ME,MNE,622345,Europe
11763,19/03/2020,19,3,2020,6,0,Montenegro,ME,MNE,622345,Europe
11764,18/03/2020,18,3,2020,2,0,Montenegro,ME,MNE,622345,Europe
11765,23/05/2020,23,5,2020,0,0,Montserrat,MS,MSR,5900,America
11766,22/05/2020,22,5,2020,0,0,Montserrat,MS,MSR,5900,America
11767,21/05/2020,21,5,2020,0,0,Montserrat,MS,MSR,5900,America
11768,20/05/2020,20,5,2020,0,0,Montserrat,MS,MSR,5900,America
11769,19/05/2020,19,5,2020,0,0,Montserrat,MS,MSR,5900,America
11770,18/05/2020,18,5,2020,0,0,Montserrat,MS,MSR,5900,America
11771,17/05/2020,17,5,2020,0,0,Montserrat,MS,MSR,5900,America
11772,16/05/2020,16,5,2020,0,0,Montserrat,MS,MSR,5900,America
11773,15/05/2020,15,5,2020,0,0,Montserrat,MS,MSR,5900,America
11774,14/05/2020,14,5,2020,0,0,Montserrat,MS,MSR,5900,America
11775,13/05/2020,13,5,2020,0,0,Montserrat,MS,MSR,5900,America
11776,12/05/2020,12,5,2020,0,0,Montserrat,MS,MSR,5900,America
11777,11/05/2020,11,5,2020,0,0,Montserrat,MS,MSR,5900,America
11778,10/05/2020,10,5,2020,0,0,Montserrat,MS,MSR,5900,America
11779,09/05/2020,9,5,2020,0,0,Montserrat,MS,MSR,5900,America
11780,08/05/2020,8,5,2020,0,0,Montserrat,MS,MSR,5900,America
11781,07/05/2020,7,5,2020,0,0,Montserrat,MS,MSR,5900,America
11782,06/05/2020,6,5,2020,0,0,Montserrat,MS,MSR,5900,America
11783,05/05/2020,5,5,2020,0,0,Montserrat,MS,MSR,5900,America
11784,04/05/2020,4,5,2020,0,0,Montserrat,MS,MSR,5900,America
11785,03/05/2020,3,5,2020,0,0,Montserrat,MS,MSR,5900,America
11786,02/05/2020,2,5,2020,0,0,Montserrat,MS,MSR,5900,America
11787,01/05/2020,1,5,2020,0,0,Montserrat,MS,MSR,5900,America
11788,30/04/2020,30,4,2020,0,0,Montserrat,MS,MSR,5900,America
11789,29/04/2020,29,4,2020,0,0,Montserrat,MS,MSR,5900,America
11790,28/04/2020,28,4,2020,0,0,Montserrat,MS,MSR,5900,America
11791,27/04/2020,27,4,2020,0,0,Montserrat,MS,MSR,5900,America
11792,26/04/2020,26,4,2020,0,1,Montserrat,MS,MSR,5900,America
11793,25/04/2020,25,4,2020,0,0,Montserrat,MS,MSR,5900,America
11794,24/04/2020,24,4,2020,0,0,Montserrat,MS,MSR,5900,America
11795,23/04/2020,23,4,2020,0,0,Montserrat,MS,MSR,5900,America
11796,22/04/2020,22,4,2020,0,0,Montserrat,MS,MSR,5900,America
11797,21/04/2020,21,4,2020,0,0,Montserrat,MS,MSR,5900,America
11798,20/04/2020,20,4,2020,0,0,Montserrat,MS,MSR,5900,America
11799,19/04/2020,19,4,2020,0,0,Montserrat,MS,MSR,5900,America
11800,18/04/2020,18,4,2020,0,0,Montserrat,MS,MSR,5900,America
11801,17/04/2020,17,4,2020,0,0,Montserrat,MS,MSR,5900,America
11802,16/04/2020,16,4,2020,0,0,Montserrat,MS,MSR,5900,America
11803,15/04/2020,15,4,2020,0,0,Montserrat,MS,MSR,5900,America
11804,14/04/2020,14,4,2020,0,0,Montserrat,MS,MSR,5900,America
11805,13/04/2020,13,4,2020,2,0,Montserrat,MS,MSR,5900,America
11806,12/04/2020,12,4,2020,0,0,Montserrat,MS,MSR,5900,America
11807,11/04/2020,11,4,2020,0,0,Montserrat,MS,MSR,5900,America
11808,10/04/2020,10,4,2020,0,0,Montserrat,MS,MSR,5900,America
11809,09/04/2020,9,4,2020,3,0,Montserrat,MS,MSR,5900,America
11810,08/04/2020,8,4,2020,0,0,Montserrat,MS,MSR,5900,America
11811,07/04/2020,7,4,2020,0,0,Montserrat,MS,MSR,5900,America
11812,06/04/2020,6,4,2020,0,0,Montserrat,MS,MSR,5900,America
11813,05/04/2020,5,4,2020,1,0,Montserrat,MS,MSR,5900,America
11814,04/04/2020,4,4,2020,0,0,Montserrat,MS,MSR,5900,America
11815,03/04/2020,3,4,2020,0,0,Montserrat,MS,MSR,5900,America
11816,02/04/2020,2,4,2020,0,0,Montserrat,MS,MSR,5900,America
11817,31/03/2020,31,3,2020,0,0,Montserrat,MS,MSR,5900,America
11818,30/03/2020,30,3,2020,0,0,Montserrat,MS,MSR,5900,America
11819,29/03/2020,29,3,2020,0,0,Montserrat,MS,MSR,5900,America
11820,28/03/2020,28,3,2020,0,0,Montserrat,MS,MSR,5900,America
11821,27/03/2020,27,3,2020,4,0,Montserrat,MS,MSR,5900,America
11822,26/03/2020,26,3,2020,0,0,Montserrat,MS,MSR,5900,America
11823,25/03/2020,25,3,2020,0,0,Montserrat,MS,MSR,5900,America
11824,24/03/2020,24,3,2020,0,0,Montserrat,MS,MSR,5900,America
11825,23/03/2020,23,3,2020,0,0,Montserrat,MS,MSR,5900,America
11826,22/03/2020,22,3,2020,0,0,Montserrat,MS,MSR,5900,America
11827,21/03/2020,21,3,2020,1,0,Montserrat,MS,MSR,5900,America
11828,23/05/2020,23,5,2020,121,1,Morocco,MA,MAR,36029138,Africa
11829,22/05/2020,22,5,2020,78,2,Morocco,MA,MAR,36029138,Africa
11830,21/05/2020,21,5,2020,110,1,Morocco,MA,MAR,36029138,Africa
11831,20/05/2020,20,5,2020,71,1,Morocco,MA,MAR,36029138,Africa
11832,19/05/2020,19,5,2020,82,0,Morocco,MA,MAR,36029138,Africa
11833,18/05/2020,18,5,2020,129,0,Morocco,MA,MAR,36029138,Africa
11834,17/05/2020,17,5,2020,89,2,Morocco,MA,MAR,36029138,Africa
11835,16/05/2020,16,5,2020,45,0,Morocco,MA,MAR,36029138,Africa
11836,15/05/2020,15,5,2020,95,2,Morocco,MA,MAR,36029138,Africa
11837,14/05/2020,14,5,2020,94,0,Morocco,MA,MAR,36029138,Africa
11838,13/05/2020,13,5,2020,137,0,Morocco,MA,MAR,36029138,Africa
11839,12/05/2020,12,5,2020,218,0,Morocco,MA,MAR,36029138,Africa
11840,11/05/2020,11,5,2020,153,2,Morocco,MA,MAR,36029138,Africa
11841,10/05/2020,10,5,2020,199,0,Morocco,MA,MAR,36029138,Africa
11842,09/05/2020,9,5,2020,163,3,Morocco,MA,MAR,36029138,Africa
11843,08/05/2020,8,5,2020,140,0,Morocco,MA,MAR,36029138,Africa
11844,07/05/2020,7,5,2020,189,2,Morocco,MA,MAR,36029138,Africa
11845,06/05/2020,6,5,2020,176,2,Morocco,MA,MAR,36029138,Africa
11846,05/05/2020,5,5,2020,140,5,Morocco,MA,MAR,36029138,Africa
11847,04/05/2020,4,5,2020,174,1,Morocco,MA,MAR,36029138,Africa
11848,03/05/2020,3,5,2020,160,2,Morocco,MA,MAR,36029138,Africa
11849,02/05/2020,2,5,2020,146,1,Morocco,MA,MAR,36029138,Africa
11850,01/05/2020,1,5,2020,102,2,Morocco,MA,MAR,36029138,Africa
11851,30/04/2020,30,4,2020,69,3,Morocco,MA,MAR,36029138,Africa
11852,29/04/2020,29,4,2020,132,3,Morocco,MA,MAR,36029138,Africa
11853,28/04/2020,28,4,2020,55,1,Morocco,MA,MAR,36029138,Africa
11854,27/04/2020,27,4,2020,168,2,Morocco,MA,MAR,36029138,Africa
11855,26/04/2020,26,4,2020,139,1,Morocco,MA,MAR,36029138,Africa
11856,25/04/2020,25,4,2020,190,3,Morocco,MA,MAR,36029138,Africa
11857,24/04/2020,24,4,2020,191,6,Morocco,MA,MAR,36029138,Africa
11858,23/04/2020,23,4,2020,168,4,Morocco,MA,MAR,36029138,Africa
11859,22/04/2020,22,4,2020,163,2,Morocco,MA,MAR,36029138,Africa
11860,21/04/2020,21,4,2020,191,2,Morocco,MA,MAR,36029138,Africa
11861,20/04/2020,20,4,2020,170,4,Morocco,MA,MAR,36029138,Africa
11862,19/04/2020,19,4,2020,121,2,Morocco,MA,MAR,36029138,Africa
11863,18/04/2020,18,4,2020,281,5,Morocco,MA,MAR,36029138,Africa
11864,17/04/2020,17,4,2020,259,3,Morocco,MA,MAR,36029138,Africa
11865,16/04/2020,16,4,2020,136,1,Morocco,MA,MAR,36029138,Africa
11866,15/04/2020,15,4,2020,125,0,Morocco,MA,MAR,36029138,Africa
11867,14/04/2020,14,4,2020,102,8,Morocco,MA,MAR,36029138,Africa
11868,13/04/2020,13,4,2020,116,7,Morocco,MA,MAR,36029138,Africa
11869,12/04/2020,12,4,2020,97,4,Morocco,MA,MAR,36029138,Africa
11870,11/04/2020,11,4,2020,74,10,Morocco,MA,MAR,36029138,Africa
11871,10/04/2020,10,4,2020,99,4,Morocco,MA,MAR,36029138,Africa
11872,09/04/2020,9,4,2020,91,3,Morocco,MA,MAR,36029138,Africa
11873,08/04/2020,8,4,2020,64,10,Morocco,MA,MAR,36029138,Africa
11874,07/04/2020,7,4,2020,99,10,Morocco,MA,MAR,36029138,Africa
11875,06/04/2020,6,4,2020,102,11,Morocco,MA,MAR,36029138,Africa
11876,05/04/2020,5,4,2020,211,15,Morocco,MA,MAR,36029138,Africa
11877,04/04/2020,4,4,2020,0,0,Morocco,MA,MAR,36029138,Africa
11878,03/04/2020,3,4,2020,54,5,Morocco,MA,MAR,36029138,Africa
11879,02/04/2020,2,4,2020,37,3,Morocco,MA,MAR,36029138,Africa
11880,01/04/2020,1,4,2020,61,3,Morocco,MA,MAR,36029138,Africa
11881,31/03/2020,31,3,2020,77,7,Morocco,MA,MAR,36029138,Africa
11882,30/03/2020,30,3,2020,121,3,Morocco,MA,MAR,36029138,Africa
11883,29/03/2020,29,3,2020,13,0,Morocco,MA,MAR,36029138,Africa
11884,28/03/2020,28,3,2020,70,13,Morocco,MA,MAR,36029138,Africa
